업체(시설)명,인허가번호,업종코드,업종명,지도점검일자,점검기관,점검기관명,지도점검구분,처분대상여부,점검사항,점검결과,소재지도로명주소,소재지주소
명도금,3.00E+17,22,폐수배출업소관리,20140917,3000000,서울특별시 종로구,수시,N,발생폐수 적정보관 및 위탁여부,,,서울특별시 종로구 봉익동 11-7번지 
종오섬유,3.00E+17,22,폐수배출업소관리,20140917,3000000,서울특별시 종로구,정기,N,폐수배출시설 및 방지시설 정상가동 여부,,,서울특별시 종로구 충신동 206-12번지 
반도염색,3.00E+17,22,폐수배출업소관리,20140915,3000000,서울특별시 종로구,정기,N,폐수배출시설 및 방지시설 정상가동 여부,,,서울특별시 종로구 종로6가 97번지 
대성섬유,3.00E+17,22,폐수배출업소관리,20140915,3000000,서울특별시 종로구,정기,N,폐수배출시설 및 방지시설 정상가동 여부,,,서울특별시 종로구 충신동 207-13번지 
원도금,3.00E+17,22,폐수배출업소관리,20140915,3000000,서울특별시 종로구,수시,N,발생폐수 적정보관 및 위탁여부,,,서울특별시 종로구 연지동 59번지 3층 
신풍지퍼,3.00E+17,22,폐수배출업소관리,20140915,3000000,서울특별시 종로구,정기,N,폐수배출시설 및 방지시설 정상가동 여부,,,서울특별시 종로구 충신동 69-2번지 
미주염색,3.00E+17,22,폐수배출업소관리,20140915,3000000,서울특별시 종로구,정기,N,폐수배출시설 및 방지시설 정상가동 여부,,,서울특별시 종로구 종로6가 98-2번지 
이태리도금,3.00E+17,22,폐수배출업소관리,20140912,3000000,서울특별시 종로구,수시,N,발생폐수 적정보관 및 위탁여부,,,서울특별시 종로구 봉익동 38-9번지 
선도금,3.00E+17,22,폐수배출업소관리,20140912,3000000,서울특별시 종로구,수시,N,발생폐수 적정보관 및 위탁여부,,,서울특별시 종로구 봉익동 134번지 
백양염색,3.00E+17,22,폐수배출업소관리,20140912,3000000,서울특별시 종로구,정기,N,폐수배출시설 및 방지시설 정상가동 여부,,,서울특별시 종로구 창신동 421-1번지 
김반장수리방,3.00E+17,22,폐수배출업소관리,20140912,3000000,서울특별시 종로구,정기,N,발생폐수 적정보관 및 위탁여부,,,서울특별시 종로구 묘동 42번지 
미성,3.00E+17,22,폐수배출업소관리,20140912,3000000,서울특별시 종로구,수시,N,발생폐수 적정보관 및 위탁여부,,,서울특별시 종로구 봉익동 39-2번지 
선경도금,3.00E+17,22,폐수배출업소관리,20140912,3000000,서울특별시 종로구,수시,N,발생폐수 적정보관 및 위탁여부,,,서울특별시 종로구 봉익동 38-13번지 (2층) 
홍콩멕기,3.00E+17,22,폐수배출업소관리,20140902,3000000,서울특별시 종로구,정기,N,발생폐수 적정보관 및 위탁여부,,서울특별시 종로구 돈화문로6가길 25 (묘동),서울특별시 종로구 묘동 33번지 2층 
정원염색,3.00E+17,22,폐수배출업소관리,20140828,3000000,서울특별시 종로구,정기,N,폐수배출시설 및 방지시설 정상가동 여부,,,서울특별시 종로구 종로6가 32-5번지 1층 
신아염색,3.00E+17,22,폐수배출업소관리,20140828,3000000,서울특별시 종로구,정기,N,폐수배출시설 및 방지시설 정상가동 여부,,,서울특별시 종로구 종로6가 34번지 
유진염색,3.00E+17,22,폐수배출업소관리,20140828,3000000,서울특별시 종로구,정기,N,폐수배출시설 및 방지시설 정상가동 여부,,,서울특별시 종로구 종로5가 248-2번지 
중앙염색,3.00E+17,22,폐수배출업소관리,20140828,3000000,서울특별시 종로구,정기,N,폐수배출시설 및 방지시설 정상가동 여부,,,서울특별시 종로구 종로5가 447번지 
인디안염색사,3.00E+17,22,폐수배출업소관리,20140828,3000000,서울특별시 종로구,정기,N,폐수배출시설 및 방지시설 정상가동 여부,,,서울특별시 종로구 종로5가 446번지 
수암크리스탈,3.00E+17,22,폐수배출업소관리,20140814,3000000,서울특별시 종로구,기타,N,미신고 폐수배출시설 사용중지 명령 확인,,서울특별시 종로구 수표로 86-1 (관수동),서울특별시 종로구 관수동 130-1번지 
중앙염색,3.00E+17,22,폐수배출업소관리,20140808,3000000,서울특별시 종로구,정기,N,행정처분 이행여부 확인 등,,,서울특별시 종로구 종로5가 447번지 
삼원염색,3.00E+17,22,폐수배출업소관리,20140715,3000000,서울특별시 종로구,합동,N,폐수배출시설 및 방지시설 정상가동 여부,,서울특별시 종로구 종로40가길 21-4 (종로5가),서울특별시 종로구 종로5가 484번지 
대성섬유,3.00E+17,22,폐수배출업소관리,20140715,3000000,서울특별시 종로구,합동,N,폐수배출시설 및 방지시설 정상가동 여부,,,서울특별시 종로구 충신동 207-13번지 
신풍지퍼,3.00E+17,22,폐수배출업소관리,20140715,3000000,서울특별시 종로구,합동,N,폐수배출시설 및 방지시설 정상가동 여부,,,서울특별시 종로구 충신동 69-2번지 
종오섬유,3.00E+17,22,폐수배출업소관리,20140715,3000000,서울특별시 종로구,합동,N,폐수배출시설 및 방지시설 정상가동 여부,,,서울특별시 종로구 충신동 206-12번지 
미주염색,3.00E+17,22,폐수배출업소관리,20140715,3000000,서울특별시 종로구,합동,N,폐수배출시설 및 방지시설 정상가동 여부,,,서울특별시 종로구 종로6가 98-2번지 
신아염색,3.00E+17,22,폐수배출업소관리,20140715,3000000,서울특별시 종로구,합동,N,폐수배출시설 및 방지시설 정상가동 여부,,,서울특별시 종로구 종로6가 34번지 
푸른염색,3.00E+17,22,폐수배출업소관리,20140715,3000000,서울특별시 종로구,합동,N,폐수배출시설 및 방지시설 정상가동 여부,,,서울특별시 종로구 종로6가 194-5번지 
정원염색,3.00E+17,22,폐수배출업소관리,20140715,3000000,서울특별시 종로구,합동,N,폐수배출시설 및 방지시설 정상가동 여부,,,서울특별시 종로구 종로6가 32-5번지 1층 
협동염색,3.00E+17,22,폐수배출업소관리,20140715,3000000,서울특별시 종로구,합동,N,폐수배출시설 및 방지시설 정상가동 여부,,서울특별시 종로구 종로40나길 24 (종로5가),서울특별시 종로구 종로5가 473번지 
진흥염색,3.00E+17,22,폐수배출업소관리,20140715,3000000,서울특별시 종로구,합동,N,폐수배출시설 및 방지시설 정상가동 여부,,서울특별시 종로구 종로40나길 21-1 (종로5가),서울특별시 종로구 종로5가 465번지 
세일염색,3.00E+17,22,폐수배출업소관리,20140715,3000000,서울특별시 종로구,합동,N,폐수배출시설 및 방지시설 정상가동 여부,,서울특별시 종로구 종로40나길 22 (종로5가),서울특별시 종로구 종로5가 460-2번지 
한국섬유,3.00E+17,22,폐수배출업소관리,20140715,3000000,서울특별시 종로구,합동,N,폐수배출시설 및 방지시설 정상가동 여부,,서울특별시 종로구 종로40나길 20 (종로5가),서울특별시 종로구 종로5가 460-1번지 
미주염색,3.00E+17,22,폐수배출업소관리,20140715,3000000,서울특별시 종로구,합동,N,폐수배출시설 및 방지시설 정상가동 여부,,서울특별시 종로구 종로40나길 17 (종로5가),서울특별시 종로구 종로5가 459번지 1층 
성신염색,3.00E+17,22,폐수배출업소관리,20140715,3000000,서울특별시 종로구,합동,N,폐수배출시설 및 방지시설 정상가동 여부,,서울특별시 종로구 종로40나길 21-5 (종로5가),서울특별시 종로구 종로5가 456-2번지 1층 
중앙염색,3.00E+17,22,폐수배출업소관리,20140715,3000000,서울특별시 종로구,합동,Y,폐수배출시설 및 방지시설 정상가동 여부,,,서울특별시 종로구 종로5가 447번지 
인디안염색사,3.00E+17,22,폐수배출업소관리,20140715,3000000,서울특별시 종로구,합동,N,폐수배출시설 및 방지시설 정상가동 여부,,,서울특별시 종로구 종로5가 446번지 
유진염색,3.00E+17,22,폐수배출업소관리,20140715,3000000,서울특별시 종로구,합동,N,폐수배출시설 및 방지시설 정상가동 여부,,,서울특별시 종로구 종로5가 248-2번지 
제일염색,3.00E+17,22,폐수배출업소관리,20140715,3000000,서울특별시 종로구,정기,N,폐수배출시설 및 방지시설 정상가동 여부,,,서울특별시 종로구 종로5가 225-25번지 1층 
반도염색,3.00E+17,22,폐수배출업소관리,20140715,3000000,서울특별시 종로구,합동,N,폐수배출시설 및 방지시설 정상가동 여부,,,서울특별시 종로구 종로6가 97번지 
협동염색,3.00E+17,22,폐수배출업소관리,20140618,3000000,서울특별시 종로구,정기,N,폐수배출시설 및 방지시설 정상가동 여부,,서울특별시 종로구 종로40나길 24 (종로5가),서울특별시 종로구 종로5가 473번지 
진흥염색,3.00E+17,22,폐수배출업소관리,20140618,3000000,서울특별시 종로구,정기,N,폐수배출시설 및 방지시설 정상가동 여부,,서울특별시 종로구 종로40나길 21-1 (종로5가),서울특별시 종로구 종로5가 465번지 
삼원염색,3.00E+17,22,폐수배출업소관리,20140618,3000000,서울특별시 종로구,정기,N,폐수배출시설 및 방지시설 정상가동 여부,,서울특별시 종로구 종로40가길 21-4 (종로5가),서울특별시 종로구 종로5가 484번지 
성신염색,3.00E+17,22,폐수배출업소관리,20140618,3000000,서울특별시 종로구,정기,N,폐수배출시설 및 방지시설 정상가동 여부,,서울특별시 종로구 종로40나길 21-5 (종로5가),서울특별시 종로구 종로5가 456-2번지 1층 
미주염색,3.00E+17,22,폐수배출업소관리,20140617,3000000,서울특별시 종로구,정기,N,폐수배출시설 및 방지시설 정상가동 여부,,서울특별시 종로구 종로40나길 17 (종로5가),서울특별시 종로구 종로5가 459번지 1층 
한국섬유,3.00E+17,22,폐수배출업소관리,20140617,3000000,서울특별시 종로구,정기,N,폐수배출시설 및 방지시설 정상가동 여부,,서울특별시 종로구 종로40나길 20 (종로5가),서울특별시 종로구 종로5가 460-1번지 
세일염색,3.00E+17,22,폐수배출업소관리,20140617,3000000,서울특별시 종로구,정기,N,폐수배출시설 및 방지시설 정상가동 여부,,서울특별시 종로구 종로40나길 22 (종로5가),서울특별시 종로구 종로5가 460-2번지 
알파색채 주식회사,3.00E+17,22,폐수배출업소관리,20140617,3000000,서울특별시 종로구,정기,N,발생폐수 적정보관 및 위탁여부,,서울특별시 종로구 평창문화로 16 (평창동),서울특별시 종로구 평창동 283-1번지 
서울대학교 암연구소,3.00E+17,22,폐수배출업소관리,20140521,3000000,서울특별시 종로구,정기,N,폐수배출시설 및 방지시설 정상가동 여부,,서울특별시 종로구 대학로 103 (연건동),서울특별시 종로구 연건동 28번지 
서울대학교 간연구소,3.00E+17,22,폐수배출업소관리,20140521,3000000,서울특별시 종로구,정기,N,폐수배출시설 및 방지시설 정상가동 여부,,,서울특별시 종로구 연건동 28번지 (28-2) 
세란병원,3.00E+17,22,폐수배출업소관리,20140521,3000000,서울특별시 종로구,정기,N,폐수배출시설 및 방지시설 정상가동 여부,,,서울특별시 종로구 무악동 32-2번지 
백양염색,3.00E+17,22,폐수배출업소관리,20140515,3000000,서울특별시 종로구,정기,N,폐수배출시설 및 방지시설 정상가동 여부,,,서울특별시 종로구 창신동 421-1번지 
유진염색,3.00E+17,22,폐수배출업소관리,20140515,3000000,서울특별시 종로구,정기,N,폐수배출시설 및 방지시설 정상가동 여부,,,서울특별시 종로구 종로5가 248-2번지 
중앙염색,3.00E+17,22,폐수배출업소관리,20140515,3000000,서울특별시 종로구,정기,N,폐수배출시설 및 방지시설 정상가동 여부,,,서울특별시 종로구 종로5가 447번지 
신풍지퍼,3.00E+17,22,폐수배출업소관리,20140515,3000000,서울특별시 종로구,정기,N,폐수배출시설 및 방지시설 정상가동 여부,,,서울특별시 종로구 충신동 69-2번지 
반도염색,3.00E+17,22,폐수배출업소관리,20140514,3000000,서울특별시 종로구,정기,N,폐수배출시설 및 방지시설 정상가동 여부,,,서울특별시 종로구 종로6가 97번지 
신아염색,3.00E+17,22,폐수배출업소관리,20140514,3000000,서울특별시 종로구,정기,N,폐수배출시설 및 방지시설 정상가동 여부,,,서울특별시 종로구 종로6가 34번지 
미주염색,3.00E+17,22,폐수배출업소관리,20140514,3000000,서울특별시 종로구,정기,N,폐수배출시설 및 방지시설 정상가동 여부,,,서울특별시 종로구 종로6가 98-2번지 
정원염색,3.00E+17,22,폐수배출업소관리,20140514,3000000,서울특별시 종로구,정기,N,폐수배출시설 및 방지시설 정상가동 여부,,,서울특별시 종로구 종로6가 32-5번지 1층 
건후사,3.00E+17,22,폐수배출업소관리,20140421,3000000,서울특별시 종로구,정기,N,발생폐수 적정보관 및 위탁여부,,서울특별시 종로구 돈화문로6나길 14-1 (봉익동),서울특별시 종로구 봉익동 104번지 
(주)씨앤케이다이아몬드,3.00E+17,22,폐수배출업소관리,20140411,3000000,서울특별시 종로구,정기,N,발생폐수 적정보관 및 위탁여부,,,서울특별시 종로구 옥인동 16번지 2층 
(재)한국의학연구소한국중부의원,3.00E+17,22,폐수배출업소관리,20140408,3000000,서울특별시 종로구,정기,N,발생폐수 적정보관 및 위탁여부,,,서울특별시 종로구 당주동 100번지 세종빌딩 1층(107~109호) 
의료법인하나로의료재단하나로의원,3.00E+17,22,폐수배출업소관리,20140408,3000000,서울특별시 종로구,정기,N,발생폐수 적정보관 및 위탁여부,,서울특별시 종로구 인사동5길 25 (인사동),서울특별시 종로구 인사동 194-4번지 
(주)두양,3.00E+17,22,폐수배출업소관리,20140403,3000000,서울특별시 종로구,정기,N,폐수배출시설 및 방지시설 정상가동 여부,,,서울특별시 종로구 종로6가 240-3번지 
효제사,3.00E+17,22,폐수배출업소관리,20140403,3000000,서울특별시 종로구,정기,N,폐수배출시설 및 방지시설 정상가동 여부,,,서울특별시 종로구 종로6가 238-32번지 
미주염색,3.00E+17,22,폐수배출업소관리,20140403,3000000,서울특별시 종로구,정기,N,폐수배출시설 및 방지시설 정상가동 여부,,,서울특별시 종로구 종로5가 459번지 1층 
삼원염색,3.00E+17,22,폐수배출업소관리,20140403,3000000,서울특별시 종로구,정기,N,폐수배출시설 및 방지시설 정상가동 여부,,,서울특별시 종로구 종로5가 484번지 
협동염색,3.00E+17,22,폐수배출업소관리,20140403,3000000,서울특별시 종로구,정기,N,폐수배출시설 및 방지시설 정상가동 여부,,,서울특별시 종로구 종로5가 473번지 
푸른염색,3.00E+17,22,폐수배출업소관리,20140403,3000000,서울특별시 종로구,정기,N,폐수배출시설 및 방지시설 정상가동 여부,,,서울특별시 종로구 종로6가 194-5번지 
세종종합상사,3.00E+17,22,폐수배출업소관리,20140327,3000000,서울특별시 종로구,정기,N,발생폐수 적정보관 및 위탁여부,,,서울특별시 종로구 돈의동 154번지 
희전부식,3.00E+17,22,폐수배출업소관리,20140327,3000000,서울특별시 종로구,정기,N,발생폐수 적정보관 및 위탁여부,,,서울특별시 종로구 돈의동 44-1번지 
컴퓨터멕기방,3.00E+17,22,폐수배출업소관리,20140327,3000000,서울특별시 종로구,정기,N,발생폐수 적정보관 및 위탁여부,,,서울특별시 종로구 봉익동 117-2번지 301호 
매일기획,3.00E+17,22,폐수배출업소관리,20140327,3000000,서울특별시 종로구,정기,N,발생폐수 적정보관 및 위탁여부,,,서울특별시 종로구 와룡동 172-2번지 4층 
양지사,3.00E+17,22,폐수배출업소관리,20140327,3000000,서울특별시 종로구,정기,N,발생폐수 적정보관 및 위탁여부,,,서울특별시 종로구 봉익동 117-2번지 
청지,3.00E+17,22,폐수배출업소관리,20140327,3000000,서울특별시 종로구,정기,N,발생폐수 적정보관 및 위탁여부,,,서울특별시 종로구 봉익동 118-1번지 
다래기획,3.00E+17,22,폐수배출업소관리,20140327,3000000,서울특별시 종로구,정기,N,발생폐수 적정보관 및 위탁여부,,,서울특별시 종로구 돈의동 154번지 
덕흥기념사,3.00E+17,22,폐수배출업소관리,20140327,3000000,서울특별시 종로구,정기,N,발생폐수 적정보관 및 위탁여부,,,서울특별시 종로구 묘동 30-1번지 
제일염색,3.00E+17,22,폐수배출업소관리,20140320,3000000,서울특별시 종로구,정기,N,폐수배출시설 및 방지시설 정상가동 여부,,,서울특별시 종로구 종로5가 225-25번지 1층 
진흥염색,3.00E+17,22,폐수배출업소관리,20140320,3000000,서울특별시 종로구,정기,N,폐수배출시설 및 방지시설 정상가동 여부,,,서울특별시 종로구 종로5가 465번지 
세일염색,3.00E+17,22,폐수배출업소관리,20140320,3000000,서울특별시 종로구,정기,N,폐수배출시설 및 방지시설 정상가동 여부,,,서울특별시 종로구 종로5가 460-2번지 
인디안염색사,3.00E+17,22,폐수배출업소관리,20140320,3000000,서울특별시 종로구,정기,N,폐수배출시설 및 방지시설 정상가동 여부,,,서울특별시 종로구 종로5가 446번지 
한국섬유,3.00E+17,22,폐수배출업소관리,20140320,3000000,서울특별시 종로구,정기,N,폐수배출시설 및 방지시설 정상가동 여부,,,서울특별시 종로구 종로5가 460-1번지 
성신염색,3.00E+17,22,폐수배출업소관리,20140320,3000000,서울특별시 종로구,정기,N,폐수배출시설 및 방지시설 정상가동 여부,,,서울특별시 종로구 종로5가 456-2번지 1층 
대성,3.00E+17,21,대기배출업소관리,20131031,3000000,서울특별시 종로구,정기,N,배출시설 및 방지시설 적정가동여부 등,,서울특별시 종로구 수표로 84-6 (관수동),서울특별시 종로구 관수동 143-7번지 
알파색채(주),3.00E+17,21,대기배출업소관리,20131031,3000000,서울특별시 종로구,정기,N,배출시설 및 방지시설 적정가동여부 등,,서울특별시 종로구 세검정로 298 (평창동),서울특별시 종로구 평창동 283-1번지 
종로칠,3.00E+17,21,대기배출업소관리,20131031,3000000,서울특별시 종로구,정기,N,배출시설 및 방지시설 적정가동여부 등,,서울특별시 종로구 수표로18가길 25 (관수동),서울특별시 종로구 관수동 102-2번지 
광명기획,3.00E+17,21,대기배출업소관리,20131031,3000000,서울특별시 종로구,정기,N,배출시설 및 방지시설 적정가동여부 등,,서울특별시 종로구 수표로18가길 10 (관수동),서울특별시 종로구 관수동 130-2번지 
반도염색,3.00E+17,22,폐수배출업소관리,20131001,3000000,서울특별시 종로구,기타,N,개선이행에따른 폐수배출시설 및 방지시설 정상가동 여부 등,,,서울특별시 종로구 종로6가 97번지 
제일염색,3.00E+17,22,폐수배출업소관리,20130925,3000000,서울특별시 종로구,기타,N,폐수배출시설 및 방지시설 정상가동 여부 등,,,서울특별시 종로구 종로5가 225-25번지 1층 
청와대 제 101 경비단,3.00E+17,22,폐수배출업소관리,20130910,3000000,서울특별시 종로구,정기,N,폐수배출시설 및 방지시설 정상가동 여부,,,서울특별시 종로구 궁정동 8-1번지 
세란병원,3.00E+17,22,폐수배출업소관리,20130906,3000000,서울특별시 종로구,정기,N,폐수배출시설 및 방지시설 정상가동 여부 등,,,서울특별시 종로구 무악동 32-2번지 
서울대학교병원 암센터,3.00E+17,22,폐수배출업소관리,20130906,3000000,서울특별시 종로구,정기,N,폐수배출시설 및 방지시설 정상가동 여부 등,,,서울특별시 종로구 연건동 28-21번지 
세란병원,3.00E+17,22,폐수배출업소관리,20130906,3000000,서울특별시 종로구,정기,N,발생폐수 적정보관 및 위탁여부 등,,,서울특별시 종로구 무악동 9-13번지 4층 
국군서울지구병원,3.00E+17,22,폐수배출업소관리,20130906,3000000,서울특별시 종로구,정기,N,폐수배출시설 및 방지시설 정상가동 여부 등,,,서울특별시 종로구 삼청동 25-1번지 
제일염색,3.00E+17,22,폐수배출업소관리,20130828,3000000,서울특별시 종로구,기타,N,개선이행에 따른 폐수배출시설 및 방지시설 정상가동여부 등,,,서울특별시 종로구 종로5가 225-25번지 1층 
서울대학교 암연구소,3.00E+17,22,폐수배출업소관리,20130828,3000000,서울특별시 종로구,정기,N,폐수배출시설 및 방지시설 정상가동여부 등,,,서울특별시 종로구 연건동 28번지 
제일기획,3.00E+17,22,폐수배출업소관리,20130827,3000000,서울특별시 종로구,정기,N,발생폐수 적정보관 및 위탁여부 등,,,서울특별시 종로구 묘동 33번지 
쁘띠,3.00E+17,22,폐수배출업소관리,20130827,3000000,서울특별시 종로구,기타,N,발생폐수 적정보관 및 위탁여부 등,,,서울특별시 종로구 묘동 99-1번지 외 1필지(102-1) 
진성기획,3.00E+17,22,폐수배출업소관리,20130827,3000000,서울특별시 종로구,정기,N,발생폐수 적정보관 및 위탁여부 등,,,서울특별시 종로구 관수동 113-2번지 
태영,3.00E+17,22,폐수배출업소관리,20130827,3000000,서울특별시 종로구,기타,N,발생폐수 적정보관 및 위탁여부 등,,,서울특별시 종로구 관수동 39-3번지 
보라기업,3.00E+17,22,폐수배출업소관리,20130827,3000000,서울특별시 종로구,기타,N,발생폐수 적정보관 및 위탁여부 등,,,서울특별시 종로구 관수동 21-9번지 
특종주유소,3.00E+17,22,폐수배출업소관리,20130822,3000000,서울특별시 종로구,기타,N,폐수배출시설 및 방지시설 정상가동여부,,,서울특별시 종로구 평창동 198-1번지 
신풍지퍼,3.00E+17,22,폐수배출업소관리,20130620,3000000,서울특별시 종로구,합동,N,폐수배출시설 및 방지시설 정상가동여부 등,,,서울특별시 종로구 충신동 69-2번지 
동원상사,3.00E+17,22,폐수배출업소관리,20130620,3000000,서울특별시 종로구,합동,N,폐수배출시설 및 방지시설 정상가동여부 등,,,서울특별시 종로구 효제동 204번지 
종로염색,3.00E+17,22,폐수배출업소관리,20130620,3000000,서울특별시 종로구,합동,N,폐수배출시설 및 방지시설 정상가동여부 등,,,서울특별시 종로구 효제동 197-1번지 
백양염색,3.00E+17,22,폐수배출업소관리,20130620,3000000,서울특별시 종로구,합동,N,폐수배출시설 및 방지시설 정상가동여부 등,,,서울특별시 종로구 창신동 421-1번지 
대성섬유,3.00E+17,22,폐수배출업소관리,20130620,3000000,서울특별시 종로구,합동,N,폐수배출시설 및 방지시설 정상가동여부 등,,,서울특별시 종로구 충신동 207-13번지 
종오섬유,3.00E+17,22,폐수배출업소관리,20130620,3000000,서울특별시 종로구,합동,N,폐수배출시설 및 방지시설 정상가동여부 등,,,서울특별시 종로구 충신동 206-12번지 
종암염색,3.00E+17,22,폐수배출업소관리,20130620,3000000,서울특별시 종로구,합동,N,폐수배출시설 및 방지시설 정상가동여부 등,,,서울특별시 종로구 종로5가 471번지 
세일염색,3.00E+17,22,폐수배출업소관리,20130620,3000000,서울특별시 종로구,합동,N,폐수배출시설 및 방지시설 정상가동여부 등,,,서울특별시 종로구 종로5가 460-2번지 
한국섬유,3.00E+17,22,폐수배출업소관리,20130620,3000000,서울특별시 종로구,합동,N,폐수배출시설 및 방지시설 정상가동여부 등,,,서울특별시 종로구 종로5가 460-1번지 
미주염색,3.00E+17,22,폐수배출업소관리,20130620,3000000,서울특별시 종로구,합동,N,폐수배출시설 및 방지시설 정상가동여부 등,,,서울특별시 종로구 종로5가 459번지 1층 
성신염색,3.00E+17,22,폐수배출업소관리,20130620,3000000,서울특별시 종로구,합동,N,폐수배출시설 및 방지시설 정상가동여부 등,,,서울특별시 종로구 종로5가 456-2번지 1층 
중앙염색,3.00E+17,22,폐수배출업소관리,20130620,3000000,서울특별시 종로구,일제,N,폐수배출시설 및 방지시설 정상가동여부 등,,,서울특별시 종로구 종로5가 447번지 
인디안염색사,3.00E+17,22,폐수배출업소관리,20130620,3000000,서울특별시 종로구,합동,N,폐수배출시설 및 방지시설 정상가동여부 등,,,서울특별시 종로구 종로5가 446번지 
태평양염색,3.00E+17,22,폐수배출업소관리,20130620,3000000,서울특별시 종로구,합동,N,폐수배출시설 및 방지시설 정상가동여부 등,,,서울특별시 종로구 종로5가 444-3번지 1층 
제일염색,3.00E+17,22,폐수배출업소관리,20130620,3000000,서울특별시 종로구,합동,N,폐수배출시설 및 방지시설 정상가동여부 등,,,서울특별시 종로구 종로5가 225-25번지 1층 
유진염색,3.00E+17,22,폐수배출업소관리,20130620,3000000,서울특별시 종로구,합동,N,폐수배출시설 및 방지시설 정상가동여부 등,,,서울특별시 종로구 종로5가 248-2번지 
신광염색,3.00E+17,22,폐수배출업소관리,20130620,3000000,서울특별시 종로구,합동,N,폐수배출시설 및 방지시설 정상가동여부 등,,,서울특별시 종로구 종로5가 225-19번지 
진흥염색,3.00E+17,22,폐수배출업소관리,20130620,3000000,서울특별시 종로구,합동,N,폐수배출시설 및 방지시설 정상가동여부 등,,,서울특별시 종로구 종로5가 465번지 
우리염색,3.00E+17,22,폐수배출업소관리,20130620,3000000,서울특별시 종로구,합동,N,폐수배출시설 및 방지시설 정상가동여부 등,,,서울특별시 종로구 충신동 188-8번지 
월드염색,3.00E+17,22,폐수배출업소관리,20130620,3000000,서울특별시 종로구,합동,N,폐수배출시설 및 방지시설 정상가동여부 등,,,서울특별시 종로구 종로6가 239-29번지 
미주염색,3.00E+17,22,폐수배출업소관리,20130620,3000000,서울특별시 종로구,합동,N,폐수배출시설 및 방지시설 정상가동여부 등,,,서울특별시 종로구 종로6가 98-2번지 
반도염색,3.00E+17,22,폐수배출업소관리,20130620,3000000,서울특별시 종로구,합동,N,폐수배출시설 및 방지시설 정상가동여부 등,,,서울특별시 종로구 종로6가 97번지 
신아염색,3.00E+17,22,폐수배출업소관리,20130620,3000000,서울특별시 종로구,합동,N,폐수배출시설 및 방지시설 정상가동여부 등,,,서울특별시 종로구 종로6가 34번지 
진영염색,3.00E+17,22,폐수배출업소관리,20130620,3000000,서울특별시 종로구,합동,N,폐수배출시설 및 방지시설 정상가동여부 등,,,서울특별시 종로구 종로6가 33-9번지 
정원염색,3.00E+17,22,폐수배출업소관리,20130620,3000000,서울특별시 종로구,합동,N,폐수배출시설 및 방지시설 정상가동여부 등,,,서울특별시 종로구 종로6가 32-5번지 1층 
하나염색,3.00E+17,22,폐수배출업소관리,20130620,3000000,서울특별시 종로구,합동,N,폐수배출시설 및 방지시설 정상가동여부 등,,,서울특별시 종로구 종로6가 32-1번지 
(주)두양,3.00E+17,22,폐수배출업소관리,20130620,3000000,서울특별시 종로구,합동,N,폐수배출시설 및 방지시설 정상가동여부 등,,,서울특별시 종로구 종로6가 240-3번지 
효제사,3.00E+17,22,폐수배출업소관리,20130620,3000000,서울특별시 종로구,합동,N,폐수배출시설 및 방지시설 정상가동여부 등,,,서울특별시 종로구 종로6가 238-32번지 
영진염색사,3.00E+17,22,폐수배출업소관리,20130620,3000000,서울특별시 종로구,합동,N,폐수배출시설 및 방지시설 정상가동여부 등,,,서울특별시 종로구 종로6가 194-5번지 
협동염색,3.00E+17,22,폐수배출업소관리,20130620,3000000,서울특별시 종로구,합동,N,폐수배출시설 및 방지시설 정상가동여부 등,,,서울특별시 종로구 종로5가 473번지 
삼원염색,3.00E+17,22,폐수배출업소관리,20130620,3000000,서울특별시 종로구,합동,N,폐수배출시설 및 방지시설 정상가동여부 등,,,서울특별시 종로구 종로5가 484번지 
서울대학교 병원,3.00E+17,22,폐수배출업소관리,20130612,3000000,서울특별시 종로구,수시,N,폐수배출시설 및 방지시설 정상가동 여부 등,,,서울특별시 종로구 연건동 28번지 
서울대학교치과병원,3.00E+17,22,폐수배출업소관리,20130612,3000000,서울특별시 종로구,수시,N,폐수배출시설 및 방지시설 정상가동 여부 등,,,서울특별시 종로구 연건동 275-1번지 
강북삼성병원,3.00E+17,22,폐수배출업소관리,20130612,3000000,서울특별시 종로구,수시,N,폐수배출시설 및 방지시설 정상가동 여부 등,,,서울특별시 종로구 평동 108-1번지 
알파색채 주식회사,3.00E+17,22,폐수배출업소관리,20130605,3000000,서울특별시 종로구,기타,N,발생폐수 적정보관 및 위탁여부,,,서울특별시 종로구 평창동 283-1번지 
혜화카프라자,3.00E+17,22,폐수배출업소관리,20130521,3000000,서울특별시 종로구,기타,N,폐수배출시설 및 방지시설 정상가동 여부 등,,,서울특별시 종로구 명륜1가 32-2번지 
비젼애드커뮤니케이션,3.00E+17,22,폐수배출업소관리,20130516,3000000,서울특별시 종로구,정기,N,발생폐수 적정보관 및 위탁여부 등,,,서울특별시 종로구 창신동 330-30번지 1층 
동남문화사,3.00E+17,22,폐수배출업소관리,20130516,3000000,서울특별시 종로구,정기,N,발생폐수 적정보관 및 위탁여부 등,,,서울특별시 종로구 창신동 330-24번지 
원일문화사,3.00E+17,22,폐수배출업소관리,20130516,3000000,서울특별시 종로구,정기,N,발생폐수 적정보관 및 위탁여부 등,,서울특별시 종로구 종로54길 9-2 (창신동),서울특별시 종로구 창신동 329-8번지 
